513,287
769,289
495,510
2305,511
513,767
2050,768
767,768
1025,769
1538,769
1282,769
1027,1022
1584,1023
1280,1280
1538,1281
1025,1532
769,1535
1279,1535
1280,1790
1024,1791
769,1791
511,1792
768,2048
1024,2049
768,2305
768,2578
1025,2815
769,2818
1024,3071
1280,3091
1536,3330
1024,3335
1279,3559
769,4093
514,4095
1024,4350
1538,4352
512,4861
257,4895
