1026,1,3,
515,1,3,
769,3,1,
505,255,3,
1565,255,1,
1025,256,1,
258,257,3,
474,511,3,
768,512,1,
1099,512,1,
306,767,3,
1037,768,3,
3,768,3,
768,768,1,
3,1022,3,
1536,1023,2,
41,1278,3,
1536,1278,2,
